fighter_name,Height,Weight,Reach,Stance,DOB
Scott Askham,6.3,185 ,75,Southpaw,May 20 1988
Scott Baker,6.0,210 ,,,
Scott Bessac,6.4,245 ,,,
Scott Bills,5.10,170 ,,,
Scott Carson,6.2,215 ,,,
Scott Ettling,,135 ,,,
Scott Ferrozzo,5.11,323 ,,Orthodox,Apr 26 1965
Scott Fiedler,6.4,235 ,,Orthodox,
Scott Graham,6.4,185 ,,Orthodox,
Scott Harper,6.0,185 ,,Orthodox,Apr 14 1972
Scott Holtzman,5.9,155 ,69,Orthodox,Sep 30 1983
Scott Jorgensen,5.5,135 ,66,Orthodox,Sep 17 1982
Scott Junk,6.1,265 ,,Orthodox,Dec 17 1978
Scott Lighty,6.2,205 ,,,Oct 15 1978
Scott McAfee,5.8,155 ,,Orthodox,Aug 23 1983
Scott McDonald,,,,,
Scott Morris,5.10,210 ,,Orthodox,
Scott Norton,5.10,170 ,,Orthodox,Mar 15 1973
Scott Shaffer,5.7,145 ,,Orthodox,
Scott Smith,6.0,185 ,70,Orthodox,May 21 1979
Scott Ventimiglia,5.11,185 ,,,Nov 17 1972
Sean Alvarez,6.0,235 ,,Orthodox,Jul 14 1971
Sean Bassett,,155 ,,,
Sean Brady,5.9,170 ,,,Nov 23 1992
Sean Daugherty,6.0,175 ,,,Dec 04 1975
Sean Gannon,6.3,265 ,,Southpaw,
Sean Holden,5.10,170 ,,,Sep 17 1984
Sean Lally,6.0,170 ,74,Orthodox,Nov 04 1990
Sean Loeffler,6.3,185 ,,Orthodox,May 23 1982
Sean McCorkle,6.7,265 ,81,Orthodox,Jul 17 1976
Sean O.Connell,6.1,205 ,74,Orthodox,Sep 02 1983
Sean O.Haire,6.5,270 ,,Orthodox,Feb 25 1971
Sean O.Malley,5.11,135 ,72,Switch,Oct 24 1994
Sean Pierson,6.0,170 ,76,Southpaw,Mar 10 1976
Sean Salmon,5.10,185 ,,Southpaw,Sep 11 1977
Sean Santella,5.5,125 ,,,Oct 25 1984
Sean Sherk,5.6,155 ,67,Orthodox,Aug 05 1973
Sean Soriano,5.9,145 ,70,Orthodox,Oct 06 1989
Sean Spencer,5.10,170 ,75,,Jun 25 1987
Sean Strickland,6.1,170 ,76,Orthodox,Feb 27 1991
Sean Wilson,5.8,145 ,,,Oct 20 1982
Seichi Ikemoto,5.11,168 ,,Orthodox,Aug 24 1975
Semmy Schilt,6.10,265 ,,Orthodox,Oct 27 1973
Seohee Ham,5.2,115 ,62,Southpaw,Mar 08 1987
Sergei Kharitonov,6.0,245 ,,Orthodox,Aug 18 1980
Sergei Pavlovich,6.3,257 ,84,Southpaw,May 13 1992
Sergey Ignatov,5.9,210 ,,Orthodox,
Sergey Khandozhko,6.1,170 ,74,Orthodox,May 19 1992
Serghei Spivac,6.3,260 ,78,Orthodox,Jan 24 1995
Sergio Gomez,5.6,155 ,,Orthodox,Apr 29 1982
Sergio Moraes,6.0,170 ,72,Orthodox,Jul 23 1982
Sergio Pettis,5.6,135 ,69,Orthodox,Aug 18 1993
Seth Baczynski,6.3,170 ,74,Orthodox,Oct 26 1981
Seth Dikun,5.10,135 ,69,Orthodox,Aug 05 1980
Seth Kleinbeck,6.2,185 ,,,Jul 25 1973
Seth Petruzelli,6.0,205 ,76,Orthodox,Dec 03 1979
Seungwoo Choi,6.0,145 ,74,Orthodox,Nov 03 1992
Shamar Bailey,5.9,155 ,75,,Sep 22 1982
Shamil Abdurakhimov,6.3,235 ,76,Orthodox,Sep 02 1981
Shana Dobson,5.6,125 ,69,,Mar 30 1989
Shana Olsen,5.7,145 ,,,Dec 17 1980
Shane Burgos,5.11,145 ,75,Orthodox,Mar 19 1991
Shane Campbell,6.0,155 ,71,Orthodox,Jan 21 1987
Shane Carwin,6.2,265 ,80,Orthodox,Jan 04 1975
Shane Howell,5.8,125 ,69,Orthodox,Nov 28 1983
Shane Nelson,5.9,155 ,70,Southpaw,Nov 29 1984
Shane Primm,6.3,205 ,,Orthodox,Jul 30 1984
Shane Roller,5.10,155 ,72,Orthodox,Jul 14 1979
Shane Young,5.8,145 ,72,Orthodox,Jul 31 1993
Shane del Rosario,6.4,250 ,79,Southpaw,Sep 23 1983
Shannon Gugerty,5.10,155 ,71,Orthodox,Dec 30 1981
Shannon Ritch,5.9,190 ,,Orthodox,Sep 27 1970
Shawn Bunch,5.5,135 ,,,Mar 19 1983
Shawn Jordan,6.0,260 ,75,Southpaw,Oct 21 1984
Shawn Teed,6.5,265 ,79,Orthodox,Feb 13 1992
Shayna Baszler,5.7,135 ,67,Orthodox,Aug 08 1980
Sheila Gaff,5.5,135 ,62,Orthodox,Dec 29 1989
Sheldon Westcott,6.1,170 ,71,Southpaw,Aug 20 1984
Shelton Graves,6.2,255 ,76,Southpaw,Oct 23 1985
Sherman Pendergarst,6.1,235 ,,Orthodox,Aug 01 1967
Sherron Leggett,5.8,155 ,,Southpaw,Oct 27 1978
Sheymon Moraes,5.8,145 ,72,Orthodox,Oct 11 1990
Shingo Kohara,5.6,135 ,,,
Shinsho Anzai,5.7,170 ,70,Orthodox,Dec 01 1985
Shinya Aoki,5.11,154 ,,Southpaw,May 09 1983
Shoji Maruyama,5.7,139 ,,Orthodox,Apr 24 1983
Shonie Carter,5.10,170 ,,Southpaw,May 03 1972
Shungo Oyama,5.11,185 ,,Southpaw,Apr 11 1974
Shunichi Shimizu,5.5,135 ,66,Orthodox,Jan 31 1985
Siala Siliga,6.1,290 ,,Orthodox,Oct 08 1970
Sidney Outlaw,5.8,170 ,74,Orthodox,Apr 11 1992
Sidney Silva,6.3,170 ,,Southpaw,Feb 27 1972
Sijara Eubanks,5.4,135 ,67,,Apr 27 1985
Silvana Juarez,5.3,125 ,,Orthodox,Jun 12 1984
Simeon Thoresen,6.1,170 ,79,Orthodox,Mar 14 1984
Sione Latu,6.0,215 ,,,
Sirwan Kakai,5.5,135 ,66,Orthodox,Oct 03 1989
Siyar Bahadurzada,5.11,170 ,73,Orthodox,Apr 17 1984
Soa Palelei,6.4,265 ,81,Orthodox,Jul 12 1977
Sodiq Yusuff,5.9,145 ,71,Orthodox,May 19 1993
Soichi Nishida,5.11,320 ,,Orthodox,
Sokun Koh,6.1,205 ,,,
Solomon Hutcherson,5.11,185 ,,Southpaw,Aug 31 1972
Song Kenan,6.0,170 ,71,Orthodox,Mar 10 1990
Song Yadong,5.8,135 ,67,Orthodox,Dec 02 1997
Spencer Fisher,5.7,155 ,70,Southpaw,May 09 1976
Spencer Hearns,5.11,185 ,,,
Stanislav Nedkov,5.11,205 ,71,Orthodox,Dec 09 1981
Stefan Klever,,185 ,,Orthodox,
Stefan Leko,6.2,215 ,,Orthodox,Jun 03 1974
Stefan Sekulic,6.0,170 ,75,Southpaw,Feb 12 1992
Stefan Struve,6.11,265 ,84,Orthodox,Feb 18 1988
Stephan Bonnar,6.4,205 ,78,Orthodox,Apr 04 1977
Stephanie Webber,5.6,135 ,,,
Stephen Banaszak,6.0,145 ,,,Dec 07 1990
Stephen Bass,5.9,145 ,,,Nov 14 1982
Stephen Ledbetter,5.9,145 ,,Orthodox,Jun 30 1982
Stephen Palling,5.4,143 ,,,Jan 29 1967
Stephen Regman,5.11,155 ,,,Aug 05 1991
Stephen Thompson,6.0,170 ,75,Orthodox,Feb 11 1983
Sterling Ford,5.10,155 ,,,Mar 12 1986
Steve Berger,5.11,170 ,,Orthodox,May 20 1973
Steve Bosse,5.11,205 ,72,Orthodox,Jul 29 1981
Steve Bruno,5.10,170 ,,Orthodox,Nov 03 1981
Steve Byrnes,6.0,170 ,,Orthodox,
Steve Cantwell,6.2,185 ,75,Orthodox,Dec 08 1986
Steve Garcia,6.0,135 ,,,May 22 1992
Steve Hadsel,5.8,170 ,,,
Steve Jennum,5.10,215 ,,Orthodox,
Steve Judson,5.11,230 ,,Orthodox,
Steve Kennedy,5.11,170 ,71,Orthodox,Mar 07 1983
Steve Kozola,,155 ,,,
Steve Lopez,5.11,155 ,,Orthodox,Jul 30 1984
Steve Mann,6.1,170 ,,,
Steve Mensing,5.11,185 ,,Orthodox,Dec 06 1977
Steve Montgomery,6.4,185 ,75,Southpaw,Dec 19 1990
Steve Nelmark,6.0,240 ,,Orthodox,
Steve Ramirez,5.7,125 ,,,
Steve Steinbeiss,6.3,185 ,75,Orthodox,May 05 1981
Steve Vigneault,5.10,185 ,,Orthodox,Feb 14 1978
Steve White,5.11,175 ,,,
Steven Ciaccio,6.0,170 ,,,
Steven Graham,6.1,290 ,,Orthodox,
Steven Nguyen,5.11,145 ,,,May 19 1993
Steven Peterson,5.10,145 ,70,Orthodox,May 29 1990
Steven Siler,5.11,145 ,70,Orthodox,Feb 15 1987
Stevie Lynch,5.10,170 ,,Orthodox,
Stevie Ray,5.10,155 ,70,Southpaw,Mar 25 1990
Stipe Miocic,6.4,240 ,80,Orthodox,Aug 19 1982
Stoney Hale,6.0,,,,Oct 18 1979
Su Mudaerji,5.8,135 ,72,Southpaw,Jan 20 1996
Sultan Aliev,5.11,170 ,74,Orthodox,Sep 17 1984
Suman Mokhtarian,5.10,145 ,67,Orthodox,Jun 13 1992
Sung Bin Jo,6.0,145 ,72,Orthodox,Jul 17 1992
Syuri Kondo,5.4,115 ,66,Orthodox,Feb 08 1989
TJ Cook,,205 ,,,Sep 08 1982
TJ Dillashaw,5.6,125 ,67,Orthodox,Feb 07 1986
TJ Grant,5.10,155 ,72,Orthodox,Feb 26 1984
TJ Hepburn,5.7,155 ,,,
TJ O.Brien,6.2,155 ,,Orthodox,Jan 01 1987
TJ Waldburger,5.11,170 ,75,Orthodox,Apr 25 1988
Tadao Yasuda,6.4,310 ,,Orthodox,Oct 09 1963
Tae Hyun Bang,5.9,155 ,71,Switch,Apr 15 1983
Tae Hyun Lee,6.6,295 ,,Orthodox,Jan 17 1975
Tai Bowden,5.11,230 ,,,
Tai Tuivasa,6.2,264 ,75,Southpaw,Mar 16 1993
Taiei Kin,5.11,185 ,,Orthodox,Jul 08 1970
Taila Santos,5.5,125 ,68,Orthodox,Jun 22 1993
Takafumi Otsuka,5.6,139 ,,Orthodox,
Takahiro Oba,5.8,200 ,,Southpaw,
Takanori Gomi,5.7,155 ,70,Southpaw,Sep 22 1978
Takashi Sato,5.10,170 ,73,Southpaw,Jun 09 1990
Takashi Sugiura,5.11,225 ,,Southpaw,May 31 1970
Takayo Hashi,5.4,135 ,,Orthodox,Oct 02 1977
Takayuki Okada,6.1,290 ,,Orthodox,
Takenori Sato,5.10,170 ,71,Southpaw,Jun 08 1985
Takeshi Inoue,5.8,145 ,,,Mar 18 1980
Takeshi Yamazaki,5.8,139 ,,Southpaw,
Takeya Mizugaki,5.7,135 ,68,Orthodox,Dec 16 1983
Talita Bernardo,5.4,135 ,68,Orthodox,Mar 04 1987
Talita Nogueira,5.10,145 ,,,Oct 13 1985
Tamdan McCrory,6.4,185 ,78,Switch,Nov 05 1986
Tanner Boser,6.2,258 ,,,Aug 02 1991
Tarec Saffiedine,5.10,170 ,70,Switch,Sep 06 1986
Tateki Matsuda,5.7,125 ,65,Orthodox,Feb 27 1986
Tatiana Suarez,5.5,115 ,66,,Dec 19 1990
Tatsuya Iwasaki,5.9,205 ,,Orthodox,
Tatsuya Kawajiri,5.7,145 ,69,Orthodox,May 08 1978
Tatsuya Mizuno,6.1,205 ,,Southpaw,Jun 02 1981
Taylor Lapilus,5.6,135 ,73,Southpaw,Apr 08 1992
Taylor Roberts,5.11,170 ,,,
Te Edwards,5.8,155 ,72,Orthodox,Sep 11 1990
Tebaris Gordon,6.1,265 ,78,Orthodox,Jul 19 1988
Tecia Torres,5.1,115 ,60,Orthodox,Aug 16 1989
Tedd Williams,6.1,275 ,,Orthodox,Dec 19 1969
Teemu Packalen,6.1,155 ,72,Orthodox,May 22 1987
Teila Tuli,6.0,430 ,,Orthodox,Jun 14 1969
Terrance McKinney,,155 ,,,Sep 15 1994
Terrell Brown,,185 ,,,Apr 13 1983
Terrion Ware,5.8,135 ,71,Orthodox,Mar 31 1986
Terry Etim,6.1,155 ,73,Orthodox,Jan 11 1986
Terry Martin,5.8,185 ,71,Orthodox,Oct 10 1980
Teruto Ishihara,5.7,135 ,69,Southpaw,Jul 23 1991
Tetsuji Kato,,155 ,,Orthodox,
Thaddeus Luster,6.3,210 ,,,
Thales Leites,6.1,185 ,78,Orthodox,Sep 06 1981
Thanh Le,5.9,145 ,74,Orthodox,Aug 28 1985
Thiago Alves,5.9,170 ,70,Orthodox,Oct 03 1983
Thiago Moises,5.9,155 ,70,Orthodox,Mar 23 1995
Thiago Perpetuo,5.10,170 ,71,Orthodox,Dec 14 1987
Thiago Santos,6.2,205 ,76,Orthodox,Jan 07 1984
Thiago Silva,6.2,205 ,74,Orthodox,Nov 12 1982
Thiago Tavares,5.7,145 ,68,Orthodox,Nov 08 1984
Thibault Gouti,5.10,155 ,72,Orthodox,Feb 27 1987
Thomas Almeida,5.7,135 ,70,Southpaw,Jul 31 1991
Thomas Campbell,,,,,
Thomas Denny,5.10,170 ,,Orthodox,Apr 19 1971
Thomas Diagne,6.1,154 ,,,Sep 03 1983
Thomas Gifford,6.1,155 ,75,Orthodox,Jul 26 1992
Thomas Longacre,5.9,145 ,,Orthodox,
Thomas Ramirez,6.1,410 ,,Sideways,
Tiago Trator,5.9,145 ,70,Orthodox,Apr 12 1987
Tiequan Zhang,5.8,155 ,70,Orthodox,Jul 25 1978
Tiffany Masters,5.3,115 ,65,Orthodox,Jul 31 1994
Tiki Ghosn,5.10,170 ,,Orthodox,Feb 09 1977
Tim Boetsch,6.0,185 ,74,Orthodox,Jan 28 1981
Tim Caron,6.1,185 ,,Orthodox,Jul 24 1987
Tim Catalfo,5.11,235 ,,Orthodox,
Tim Credeur,6.3,185 ,75,Orthodox,Jul 09 1977
Tim Elliott,5.7,135 ,66,Southpaw,Dec 24 1986
Tim Gorman,5.5,135 ,68,Southpaw,Apr 29 1983
Tim Hague,6.4,260 ,76,Orthodox,May 09 1983
Tim Johnson,6.3,265 ,77,Southpaw,Mar 13 1985
Tim Kennedy,5.11,185 ,74,Orthodox,Sep 01 1979
Tim Lajcik,6.1,225 ,,Orthodox,Jun 21 1965
Tim McKenzie,6.0,185 ,74,Orthodox,Jul 21 1982
Tim Means,6.2,170 ,75,Orthodox,Feb 20 1984
Tim Roman,6.1,170 ,,,Jun 08 1985
Tim Stout,5.11,185 ,,,Feb 09 1979
Tim Sylvia,6.8,265 ,80,Orthodox,Mar 05 1976
Tim Williams,6.2,185 ,76,Orthodox,Jul 03 1986
Tina Lahdemaki,5.2,115 ,62,Orthodox,May 28 1988
Tito Jones,5.8,145 ,,Southpaw,Jul 31 1981
Tito Ortiz,6.3,205 ,74,Orthodox,Jan 23 1975
Toby Misech,5.8,145 ,,Southpaw,Mar 07 1988
Todd Brown,5.11,205 ,,Orthodox,Dec 13 1976
Todd Butler,6.1,200 ,,Southpaw,
Todd Duffee,6.3,260 ,79,Orthodox,Dec 06 1985
Todd Gouwenberg,6.1,205 ,,Orthodox,Sep 25 1974
Todd Lally,5.7,145 ,,Orthodox,
Todd Medina,5.10,193 ,,Southpaw,
Todd Moore,5.9,170 ,71,Southpaw,Dec 30 1983
Tokimitsu Ishizawa,6.0,185 ,,Orthodox,Aug 05 1968
Tom Aaron,,155 ,,,Jul 13 1978
Tom Blackledge,,205 ,,,
Tom Breese,6.3,185 ,73,Southpaw,Sep 26 1991
Tom DeBlass,6.0,185 ,75,Orthodox,May 14 1982
Tom Duquesnoy,5.7,135 ,68,Orthodox,Jun 21 1993
Tom Egan,5.11,170 ,,Orthodox,
Tom Erikson,6.3,280 ,,Orthodox,
Tom Gallicchio,5.10,170 ,73,Southpaw,Sep 23 1986
Tom Lawlor,6.0,205 ,74,Southpaw,May 15 1983
Tom Murphy,6.2,227 ,,Southpaw,Nov 19 1974
Tom Niinimaki,5.9,145 ,69,Orthodox,Jul 25 1982
Tom Sauer,6.1,263 ,,,Nov 11 1970
Tom Tuggle,6.2,250 ,,Orthodox,
Tom Watson,6.1,185 ,73,Orthodox,Jul 13 1982
Tomasz Drwal,6.1,205 ,76,Orthodox,Jan 22 1982
Tommy Hayden,5.9,145 ,72,Southpaw,Mar 11 1986
Tommy Lee,5.7,145 ,,Orthodox,Jan 20 1977
Tommy Petersen,,155 ,,,
Tommy Speer,5.10,170 ,71,Orthodox,Aug 20 1984
Tomohiko Hashimoto,6.0,250 ,,Orthodox,
Tomomi Iwama,5.3,155 ,,Orthodox,
Tomoya Miyashita,5.7,139 ,,Southpaw,
Tony Bonello,6.2,185 ,,,
Tony DeSouza,6.0,170 ,70,Southpaw,Jul 26 1974
Tony Ferguson,5.11,155 ,76,Orthodox,Feb 12 1984
Tony Fryklund,6.0,185 ,,Orthodox,Mar 26 1971
Tony Halme,6.3,300 ,,Orthodox,Jan 06 1963
Tony Johnson,6.1,265 ,,,
Tony Juarez,,155 ,,,
Tony Petarra,5.11,196 ,,Orthodox,
Tony Sims,5.11,155 ,70,Southpaw,Oct 14 1985
Tony Sylvester,6.1,225 ,,Southpaw,Jan 27 1978
Tonya Evinger,5.7,135 ,70,Orthodox,Jun 04 1981
Tor Troeng,6.2,185 ,77,Orthodox,Jan 25 1983
Torrance Taylor,5.7,155 ,,,
Townsend Saunders,5.5,170 ,,Orthodox,
Tra Telligman,6.2,233 ,,Orthodox,Feb 07 1965
Tracy Cortez,5.5,125 ,,,Dec 10 1993
Travis Browne,6.6,255 ,79,Orthodox,Jul 17 1982
Travis Calanoc,5.8,145 ,,Orthodox,
Travis Fulton,6.0,240 ,,Orthodox,May 29 1977
Travis Galbraith,6.0,170 ,,Orthodox,May 18 1981
Travis Johnson,,205 ,,,
Travis Lutter,5.11,185 ,75,Orthodox,May 12 1973
Travis Wiuff,6.3,205 ,,Orthodox,Mar 15 1978
Trenell Young,5.6,145 ,,Orthodox,Jun 19 1976
Trent Jenkins,6.2,185 ,,,
Treston Thomison,5.8,145 ,,,
Trevin Giles,6.0,185 ,74,Orthodox,Aug 06 1992
Trevor Harris,5.6,145 ,,,
Trevor Prangley,6.1,185 ,75,Orthodox,Aug 24 1972
Trevor Smith,6.3,185 ,75,Orthodox,Jan 05 1981
Trey Houston,5.11,185 ,,,
Tristan Arenal,,155 ,,,
Troy Mandaloniz,5.9,170 ,,Orthodox,Feb 01 1980
Tsuyoshi Kohsaka,5.11,225 ,,Orthodox,Mar 06 1970
Tsuyoshi Kurihara,5.10,185 ,,Orthodox,Jul 13 1973
Tsuyoshi Tamakairiki,6.0,220 ,,Orthodox,
Tulio Palhares,,180 ,,,
Turrell Galloway,5.3,145 ,,,
Tyler Diamond,5.7,145 ,69,Orthodox,Mar 18 1991
Tyler Hill,6.3,170 ,78,Switch,Aug 10 1991
Tyler Stinson,6.3,170 ,,,Jan 17 1986
Tyler Toner,5.8,145 ,70,Orthodox,Mar 31 1983
Tyra Parker,5.5,115 ,,Orthodox,
Tyron Woodley,5.9,170 ,74,Orthodox,Apr 07 1982
Tyrone Roberts,5.9,185 ,,Orthodox,
Tyson Griffin,5.6,145 ,68,Orthodox,Apr 20 1984
Tyson Pedro,6.3,205 ,79,Orthodox,Sep 17 1991
Ulka Sasaki,5.10,125 ,71,Southpaw,Oct 07 1989
Ulysses Gomez,5.6,125 ,66,Orthodox,May 25 1983
Uriah Hall,6.0,185 ,79,Orthodox,Jul 31 1984
Urijah Faber,5.6,135 ,67,Orthodox,May 14 1979
Vagner Rocha,5.10,155 ,73,Orthodox,Jun 06 1982
Valentijn Overeem,6.3,230 ,,Orthodox,Aug 17 1976
Valentina Shevchenko,5.5,125 ,66,Southpaw,Mar 07 1988
Valeri Ignatov,5.9,170 ,,Orthodox,
Valerie Letourneau,5.7,115 ,68,Orthodox,Apr 29 1983
Valmir Lazaro,6.0,155 ,73,Orthodox,Aug 15 1985
Vaughan Lee,5.6,125 ,66,Orthodox,Oct 15 1982
Vernon Ramos,5.6,170 ,72,Orthodox,Jun 03 1992
Vernon White,6.0,205 ,,Southpaw,Dec 03 1971
Veronica Macedo,5.4,125 ,64,Southpaw,Oct 30 1995
Veta Arteaga,5.7,125 ,,,
Vicente Luque,5.11,170 ,75,Orthodox,Nov 27 1991
Victor Jones,,145 ,,,
Victor Reyna,5.11,170 ,73,Southpaw,Aug 05 1986
Victor Valenzuela,5.10,155 ,,,
Victor Valimaki,6.0,205 ,,Orthodox,
Vik Grujic,5.11,170 ,73,Orthodox,Feb 06 1977
Viktor Pesta,6.3,240 ,77,Orthodox,Jul 15 1990
Vinc Pichel,5.10,155 ,72,Orthodox,Nov 23 1982
Vince Morales,5.7,135 ,70,Orthodox,Nov 12 1990
Vince Murdock,5.7,145 ,,,Mar 21 1991
Vincent Eazelle,5.11,155 ,,,Dec 07 1980
Vinicius Magalhaes,,145 ,,,Jul 30 1971
Vinicius Moreira,6.4,185 ,,Orthodox,Feb 28 1989
Vinicius Queiroz,6.7,220 ,,,Aug 29 1983
Vinny Magalhaes,6.3,205 ,79,Orthodox,Jul 02 1984
Virgil Zwicker,6.2,205 ,74,,Jun 26 1982
Virna Jandiroba,5.3,115 ,64,Orthodox,May 30 1988
Viscardi Andrade,5.11,170 ,75,Orthodox,Mar 08 1984
Vitaly Minakov,6.2,249 ,,,Feb 06 1985
Vitor Belfort,6.0,185 ,74,Southpaw,Apr 01 1977
Vitor Miranda,6.1,185 ,77,Orthodox,Mar 10 1979
Vitor Ribeiro,5.8,154 ,,Orthodox,Feb 24 1979
Vitor Vianna,,205 ,,Orthodox,
Viviane Araujo,5.4,135 ,68,Orthodox,Nov 21 1986
Viviane Pereira,5.1,115 ,63,Orthodox,Aug 28 1993
Vladimir Matyushenko,6.0,205 ,74,Orthodox,Jan 04 1971
Volkan Oezdemir,6.2,205 ,75,Orthodox,Sep 19 1989
Waachiim Spiritwolf,5.8,170 ,,,
Wade Shipp,6.3,245 ,,Orthodox,Feb 09 1975
Wagner Campos,5.6,145 ,,Southpaw,Jul 31 1981
Wagner Prado,6.0,205 ,74,Southpaw,Dec 30 1986
Wagner Silva,6.0,170 ,71,Orthodox,Feb 07 1987
Wagner da Conceicao Martins,6.7,390 ,,Orthodox,May 19 1978
Wagnney Fabiano,5.6,145 ,69,Southpaw,Jul 14 1975
Walel Watson,5.11,135 ,69,Orthodox,Jul 16 1984
Wallid Ismail,5.7,205 ,,Orthodox,Feb 23 1968
Walt Harris,6.5,250 ,77,Southpaw,Jun 10 1983
Walter Smith-Cotito,5.8,135 ,,,
Wanderlei Silva,5.11,205 ,74,Orthodox,Jul 03 1976
Wang Guan,5.9,145 ,71,Orthodox,Mar 14 1986
Warlley Alves,5.11,170 ,72,Orthodox,Jan 04 1991
Wataru Sakata,5.9,195 ,,Southpaw,Mar 11 1973
Waylon Kennell,6.0,185 ,,,
Waylon Lowe,5.7,145 ,,Southpaw,Oct 31 1980
Wayne Cole,6.1,205 ,,Orthodox,
Wayne Phillips,,185 ,,,Jun 17 1983
Weili Zhang,5.4,115 ,,Switch,Aug 13 1989
Wellington Turman,6.0,185 ,,,Jul 22 1996
Wendell Oliveira,5.10,170 ,72,Orthodox,Jun 01 1983
Wes Albritton,5.10,188 ,,Orthodox,
Wes Combs,6.2,205 ,,Orthodox,Jun 18 1973
Wes Shivers,6.8,,,,
Wes Sims,6.10,260 ,,Orthodox,Aug 04 1979
Wesley Correira,6.3,260 ,,Orthodox,Nov 11 1978
Wesley Little,6.4,205 ,,,
Will Brooks,5.10,155 ,72,Orthodox,Oct 08 1986
Will Campuzano,5.9,125 ,70,Orthodox,May 27 1986
Will Chope,6.4,145 ,76,Switch,Sep 08 1990
Will Kerr,5.10,155 ,69,Orthodox,Oct 21 1982
Will Ribeiro,5.8,135 ,,Orthodox,Feb 17 1983
Will Santiago,5.7,185 ,,Orthodox,Feb 08 1983
Willamy Freire,5.8,155 ,,,Jul 28 1987
William Patolino,5.11,170 ,75,Orthodox,Jul 01 1991
Willie Gates,5.8,125 ,70,Orthodox,Jan 21 1987
Willie Parks,5.10,185 ,,,Nov 04 1983
Willie Peeters,5.9,220 ,,Orthodox,Oct 26 1965
Wilson Gouveia,6.1,185 ,76,Orthodox,Oct 03 1978
Wilson Reis,5.4,125 ,65,Southpaw,Jan 06 1985
Won Jin Eoh,5.7,160 ,,Orthodox,
Won Sik Park,5.11,154 ,,Orthodox,
Wu Yanan,5.8,125 ,66,Orthodox,Apr 18 1996
Wuliji Buren,5.9,135 ,69,Orthodox,Mar 01 1989
Xavier Foupa-Pokam,6.1,185 ,,Open Stance,Jul 03 1982
Xavier Siller,5.5,125 ,,,Jun 06 1994
Xue Do Won,5.7,165 ,,,
Yair Rodriguez,5.11,145 ,71,,Oct 06 1992
Yan Cabral,5.11,155 ,73,Orthodox,May 13 1983
Yan Pellerin,5.11,205 ,,Orthodox,
Yan Xiaonan,5.5,115 ,63,Orthodox,Jun 16 1989
Yana Kunitskaya,5.6,135 ,68,Orthodox,Nov 11 1989
Yancy Medeiros,5.10,155 ,75,Orthodox,Sep 07 1987
Yao Zhikui,5.5,125 ,64,Orthodox,Feb 07 1991
Yaotzin Meza,5.9,145 ,74,Orthodox,Feb 04 1981
Yasuhiro Urushitani,5.5,125 ,,Southpaw,Sep 08 1976
Yasuhito Namekawa,5.9,205 ,,Orthodox,Oct 27 1974
Yazan Hajeh,5.9,145 ,73,Orthodox,Sep 04 1992
Yoel Romero,6.0,185 ,73,Southpaw,Apr 30 1977
Yohan Banks,,,,,
Yoislandy Izquierdo,5.11,155 ,,Southpaw,Jan 09 1984
Yoji Anjo,5.11,205 ,,Orthodox,Mar 28 1967
Yoko Takahashi,5.8,150 ,,,Apr 20 1973
Yokthai Sithoar,5.7,143 ,,,Dec 25 1974
Yorgan De Castro,6.0,250 ,74,Orthodox,Dec 19 1986
Yosdenis Cedeno,5.8,155 ,69,Orthodox,Feb 12 1985
Yoshiaki Yatsu,6.1,165 ,,Orthodox,Jul 19 1956
Yoshihiro Akiyama,5.10,170 ,73,Orthodox,Jul 29 1975
Yoshihiro Nakao,6.0,220 ,,Southpaw,Jun 25 1972
Yoshihiro Takayama,6.5,280 ,,Orthodox,Sep 19 1968
Yoshihisa Yamamoto,6.2,220 ,,Southpaw,Jul 04 1970
Yoshiki Takahashi,5.11,199 ,,Southpaw,Mar 13 1969
Yoshiro Maeda,5.7,139 ,68,Southpaw,Oct 31 1981
Yoshiyuki Yoshida,5.11,170 ,70,Southpaw,May 10 1974
Yosuke Nishijima,5.9,205 ,,Orthodox,May 15 1973
Young Sam Jung,5.8,139 ,,Orthodox,Oct 27 1985
Yuhi Sano,5.11,243 ,,Orthodox,Feb 02 1965
Yui Chul Nam,5.9,145 ,69,Orthodox,Jul 16 1981
Yuji Hisamatsu,5.10,185 ,,,Sep 18 1971
Yuji Nagata,6.0,225 ,,Orthodox,Apr 24 1968
Yuki Ishikawa,5.11,205 ,,Orthodox,
Yuki Kondo,5.11,183 ,,Southpaw,Jul 17 1975
Yuki Sasaki,6.2,185 ,,Orthodox,Sep 12 1976
Yukio Sakaguchi,5.9,185 ,,Orthodox,Jul 26 1973
Yukiya Naito,6.1,205 ,,Orthodox,
Yuri Vaulin,6.4,197 ,,Southpaw,
Yuri Villefort,6.0,170 ,73,Orthodox,Mar 23 1991
Yurij Kiseliov,5.8,185 ,,Orthodox,
Yusaku Nakamura,5.5,145 ,,,Jun 21 1986
Yushin Okami,6.2,170 ,75,Southpaw,Jul 21 1981
Yusuke Imamura,5.8,220 ,,Orthodox,
Yusuke Kasuya,5.7,155 ,67,Southpaw,Nov 16 1989
Yusuke Kawaguchi,6.0,255 ,,,Aug 14 1980
Yusup Saadulaev,5.6,135 ,,,Mar 31 1985
Yuya Shirai,5.8,168 ,,Orthodox,Apr 02 1980
