"year","state","month","number","date"
2001,"Paraiba","Septiembre",98,2001-01-01
2002,"Paraiba","Septiembre",63,2002-01-01
2003,"Paraiba","Septiembre",81,2003-01-01
2004,"Paraiba","Septiembre",34,2004-01-01
2005,"Paraiba","Septiembre",13,2005-01-01
2006,"Paraiba","Septiembre",27,2006-01-01
2007,"Paraiba","Septiembre",22,2007-01-01
2008,"Paraiba","Septiembre",21,2008-01-01
2009,"Paraiba","Septiembre",28,2009-01-01
2010,"Paraiba","Septiembre",37,2010-01-01
2011,"Paraiba","Septiembre",55,2011-01-01
2012,"Paraiba","Septiembre",71,2012-01-01
2013,"Paraiba","Septiembre",25,2013-01-01
2014,"Paraiba","Septiembre",51,2014-01-01
2015,"Paraiba","Septiembre",48,2015-01-01
2016,"Paraiba","Septiembre",131,2016-01-01
2017,"Paraiba","Septiembre",30,2017-01-01
1998,"Paraiba","Octubre",179,1998-01-01
1999,"Paraiba","Octubre",48,1999-01-01
2000,"Paraiba","Octubre",125,2000-01-01
2001,"Paraiba","Octubre",279,2001-01-01
2002,"Paraiba","Octubre",193,2002-01-01
2003,"Paraiba","Octubre",381,2003-01-01
2004,"Paraiba","Octubre",190,2004-01-01
2005,"Paraiba","Octubre",155,2005-01-01
2006,"Paraiba","Octubre",135,2006-01-01
2007,"Paraiba","Octubre",111,2007-01-01
2008,"Paraiba","Octubre",80,2008-01-01
2009,"Paraiba","Octubre",117,2009-01-01
2010,"Paraiba","Octubre",150,2010-01-01
2011,"Paraiba","Octubre",200,2011-01-01
2012,"Paraiba","Octubre",136,2012-01-01
2013,"Paraiba","Octubre",58,2013-01-01
2014,"Paraiba","Octubre",70,2014-01-01
2015,"Paraiba","Octubre",121,2015-01-01
2016,"Paraiba","Octubre",304,2016-01-01
2017,"Paraiba","Octubre",123,2017-01-01
1998,"Paraiba","Noviembre",46,1998-01-01
1999,"Paraiba","Noviembre",38,1999-01-01
2000,"Paraiba","Noviembre",65,2000-01-01
2001,"Paraiba","Noviembre",294,2001-01-01
2002,"Paraiba","Noviembre",238,2002-01-01
2003,"Paraiba","Noviembre",538,2003-01-01
2004,"Paraiba","Noviembre",331,2004-01-01
2005,"Paraiba","Noviembre",280,2005-01-01
2006,"Paraiba","Noviembre",215,2006-01-01
2007,"Paraiba","Noviembre",256,2007-01-01
2008,"Paraiba","Noviembre",175,2008-01-01
2009,"Paraiba","Noviembre",428,2009-01-01
2010,"Paraiba","Noviembre",451,2010-01-01
2011,"Paraiba","Noviembre",359,2011-01-01
2012,"Paraiba","Noviembre",130,2012-01-01
2013,"Paraiba","Noviembre",95,2013-01-01
2014,"Paraiba","Noviembre",111,2014-01-01
2015,"Paraiba","Noviembre",206,2015-01-01
2016,"Paraiba","Noviembre",132,2016-01-01
2017,"Paraiba","Noviembre",101,2017-01-01
1998,"Paraiba","Diciembre",51,1998-01-01
1999,"Paraiba","Diciembre",40,1999-01-01
2000,"Paraiba","Diciembre",34,2000-01-01
2001,"Paraiba","Diciembre",70,2001-01-01
2002,"Paraiba","Diciembre",163,2002-01-01
2003,"Paraiba","Diciembre",288,2003-01-01
2004,"Paraiba","Diciembre",351,2004-01-01
2005,"Paraiba","Diciembre",159,2005-01-01
2006,"Paraiba","Diciembre",196,2006-01-01
2007,"Paraiba","Diciembre",133,2007-01-01
2008,"Paraiba","Diciembre",187,2008-01-01
2009,"Paraiba","Diciembre",270,2009-01-01
2010,"Paraiba","Diciembre",65,2010-01-01
2011,"Paraiba","Diciembre",179,2011-01-01
2012,"Paraiba","Diciembre",62,2012-01-01
2013,"Paraiba","Diciembre",78,2013-01-01
2014,"Paraiba","Diciembre",62,2014-01-01
2015,"Paraiba","Diciembre",122,2015-01-01
2016,"Paraiba","Diciembre",8,2016-01-01
1998,"Paraiba","Enero",0,1998-01-01
1999,"Paraiba","Enero",7,1999-01-01
2000,"Paraiba","Enero",49,2000-01-01
2001,"Paraiba","Enero",32,2001-01-01
2002,"Paraiba","Enero",47,2002-01-01
2003,"Paraiba","Enero",109,2003-01-01
2004,"Paraiba","Enero",88,2004-01-01
2005,"Paraiba","Enero",55,2005-01-01
2006,"Paraiba","Enero",78,2006-01-01
2007,"Paraiba","Enero",11,2007-01-01
2008,"Paraiba","Enero",35,2008-01-01
2009,"Paraiba","Enero",35,2009-01-01
2010,"Paraiba","Enero",18,2010-01-01
2011,"Paraiba","Enero",35,2011-01-01
2012,"Paraiba","Enero",31,2012-01-01
2013,"Paraiba","Enero",28,2013-01-01
2014,"Paraiba","Enero",86,2014-01-01
2015,"Paraiba","Enero",120,2015-01-01
2016,"Paraiba","Enero",113,2016-01-01
2017,"Paraiba","Enero",55,2017-01-01
1998,"Paraiba","Febrero",0,1998-01-01
1999,"Paraiba","Febrero",22,1999-01-01
2000,"Paraiba","Febrero",67,2000-01-01
2001,"Paraiba","Febrero",8,2001-01-01
2002,"Paraiba","Febrero",24,2002-01-01
2003,"Paraiba","Febrero",46,2003-01-01
2004,"Paraiba","Febrero",42,2004-01-01
2005,"Paraiba","Febrero",77,2005-01-01
2006,"Paraiba","Febrero",60,2006-01-01
2007,"Paraiba","Febrero",32,2007-01-01
2008,"Paraiba","Febrero",38,2008-01-01
2009,"Paraiba","Febrero",21,2009-01-01
2010,"Paraiba","Febrero",46,2010-01-01
2011,"Paraiba","Febrero",8,2011-01-01
2012,"Paraiba","Febrero",40,2012-01-01
2013,"Paraiba","Febrero",9,2013-01-01
2014,"Paraiba","Febrero",52,2014-01-01
2015,"Paraiba","Febrero",58,2015-01-01
2016,"Paraiba","Febrero",31,2016-01-01
2017,"Paraiba","Febrero",60,2017-01-01
1998,"Paraiba","Marzo",0,1998-01-01
1999,"Paraiba","Marzo",40,1999-01-01
2000,"Paraiba","Marzo",52,2000-01-01
2001,"Paraiba","Marzo",12,2001-01-01
2002,"Paraiba","Marzo",18,2002-01-01
2003,"Paraiba","Marzo",76,2003-01-01
2004,"Paraiba","Marzo",83,2004-01-01
2005,"Paraiba","Marzo",84,2005-01-01
2006,"Paraiba","Marzo",56,2006-01-01
2007,"Paraiba","Marzo",54,2007-01-01
2008,"Paraiba","Marzo",43,2008-01-01
2009,"Paraiba","Marzo",57,2009-01-01
2010,"Paraiba","Marzo",22,2010-01-01
2011,"Paraiba","Marzo",21,2011-01-01
2012,"Paraiba","Marzo",55,2012-01-01
2013,"Paraiba","Marzo",18,2013-01-01
2014,"Paraiba","Marzo",42,2014-01-01
2015,"Paraiba","Marzo",55,2015-01-01
2016,"Paraiba","Marzo",63,2016-01-01
2017,"Paraiba","Marzo",43,2017-01-01
1998,"Paraiba","Abril",0,1998-01-01
1999,"Paraiba","Abril",39,1999-01-01
2000,"Paraiba","Abril",51,2000-01-01
2001,"Paraiba","Abril",43,2001-01-01
2002,"Paraiba","Abril",84,2002-01-01
2003,"Paraiba","Abril",130,2003-01-01
2004,"Paraiba","Abril",68,2004-01-01
2005,"Paraiba","Abril",22,2005-01-01
2006,"Paraiba","Abril",49,2006-01-01
2007,"Paraiba","Abril",14,2007-01-01
2008,"Paraiba","Abril",62,2008-01-01
2009,"Paraiba","Abril",80,2009-01-01
2010,"Paraiba","Abril",71,2010-01-01
2011,"Paraiba","Abril",38,2011-01-01
2012,"Paraiba","Abril",38,2012-01-01
2013,"Paraiba","Abril",72,2013-01-01
2014,"Paraiba","Abril",38,2014-01-01
2015,"Paraiba","Abril",83,2015-01-01
2016,"Paraiba","Abril",167,2016-01-01
2017,"Paraiba","Abril",77,2017-01-01
1998,"Paraiba","Mayo",0,1998-01-01
1999,"Paraiba","Mayo",57,1999-01-01
2000,"Paraiba","Mayo",43,2000-01-01
2001,"Paraiba","Mayo",26,2001-01-01
2002,"Paraiba","Mayo",65,2002-01-01
2003,"Paraiba","Mayo",115,2003-01-01
2004,"Paraiba","Mayo",9,2004-01-01
2005,"Paraiba","Mayo",125,2005-01-01
2006,"Paraiba","Mayo",90,2006-01-01
2007,"Paraiba","Mayo",14,2007-01-01
2008,"Paraiba","Mayo",41,2008-01-01
2009,"Paraiba","Mayo",117,2009-01-01
2010,"Paraiba","Mayo",39,2010-01-01
2011,"Paraiba","Mayo",97,2011-01-01
2012,"Paraiba","Mayo",86,2012-01-01
2013,"Paraiba","Mayo",85,2013-01-01
2014,"Paraiba","Mayo",109,2014-01-01
2015,"Paraiba","Mayo",77,2015-01-01
2016,"Paraiba","Mayo",72,2016-01-01
2017,"Paraiba","Mayo",49,2017-01-01
1998,"Paraiba","Junio",36,1998-01-01
1999,"Paraiba","Junio",31,1999-01-01
2000,"Paraiba","Junio",53,2000-01-01
2001,"Paraiba","Junio",43,2001-01-01
2002,"Paraiba","Junio",115,2002-01-01
2003,"Paraiba","Junio",159,2003-01-01
2004,"Paraiba","Junio",147,2004-01-01
2005,"Paraiba","Junio",114,2005-01-01
2006,"Paraiba","Junio",62,2006-01-01
2007,"Paraiba","Junio",57,2007-01-01
2008,"Paraiba","Junio",17,2008-01-01
2009,"Paraiba","Junio",105,2009-01-01
2010,"Paraiba","Junio",55,2010-01-01
2011,"Paraiba","Junio",162,2011-01-01
2012,"Paraiba","Junio",77,2012-01-01
2013,"Paraiba","Junio",52,2013-01-01
2014,"Paraiba","Junio",112,2014-01-01
2015,"Paraiba","Junio",201,2015-01-01
2016,"Paraiba","Junio",238,2016-01-01
2017,"Paraiba","Junio",169,2017-01-01
1998,"Paraiba","Julio",59,1998-01-01
1999,"Paraiba","Julio",94,1999-01-01
2000,"Paraiba","Julio",98,2000-01-01
2001,"Paraiba","Julio",122,2001-01-01
2002,"Paraiba","Julio",172,2002-01-01
2003,"Paraiba","Julio",101,2003-01-01
2004,"Paraiba","Julio",148,2004-01-01
2005,"Paraiba","Julio",155,2005-01-01
2006,"Paraiba","Julio",139,2006-01-01
2007,"Paraiba","Julio",60,2007-01-01
2008,"Paraiba","Julio",87,2008-01-01
2009,"Paraiba","Julio",34,2009-01-01
2010,"Paraiba","Julio",196,2010-01-01
2011,"Paraiba","Julio",262,2011-01-01
2012,"Paraiba","Julio",111,2012-01-01
2013,"Paraiba","Julio",168,2013-01-01
2014,"Paraiba","Julio",215,2014-01-01
2015,"Paraiba","Julio",137,2015-01-01
2016,"Paraiba","Julio",504,2016-01-01
2017,"Paraiba","Julio",891,2017-01-01
1998,"Paraiba","Agosto",42,1998-01-01
1999,"Paraiba","Agosto",938,1999-01-01
2000,"Paraiba","Agosto",849,2000-01-01
2001,"Paraiba","Agosto",342,2001-01-01
2002,"Paraiba","Agosto",1.593,2002-01-01
2003,"Paraiba","Agosto",1.896,2003-01-01
2004,"Paraiba","Agosto",1.237,2004-01-01
2005,"Paraiba","Agosto",800,2005-01-01
2006,"Paraiba","Agosto",844,2006-01-01
2007,"Paraiba","Agosto",580,2007-01-01
2008,"Paraiba","Agosto",205,2008-01-01
2009,"Paraiba","Agosto",844,2009-01-01
2010,"Paraiba","Agosto",733,2010-01-01
2011,"Paraiba","Agosto",435,2011-01-01
2012,"Paraiba","Agosto",522,2012-01-01
2013,"Paraiba","Agosto",481,2013-01-01
2014,"Paraiba","Agosto",646,2014-01-01
2015,"Paraiba","Agosto",651,2015-01-01
2016,"Paraiba","Agosto",1.01,2016-01-01
2017,"Paraiba","Agosto",987,2017-01-01
1998,"Paraiba","Septiembre",61,1998-01-01
1999,"Paraiba","Septiembre",878,1999-01-01
2000,"Paraiba","Septiembre",381,2000-01-01
2001,"Paraiba","Septiembre",258,2001-01-01
2002,"Paraiba","Septiembre",1.071,2002-01-01
2003,"Paraiba","Septiembre",2.446,2003-01-01
2004,"Paraiba","Septiembre",1.36,2004-01-01
2005,"Paraiba","Septiembre",386,2005-01-01
2006,"Paraiba","Septiembre",866,2006-01-01
2007,"Paraiba","Septiembre",960,2007-01-01
2008,"Paraiba","Septiembre",413,2008-01-01
2009,"Paraiba","Septiembre",149,2009-01-01
2010,"Paraiba","Septiembre",270,2010-01-01
2011,"Paraiba","Septiembre",913,2011-01-01
2012,"Paraiba","Septiembre",459,2012-01-01
2013,"Paraiba","Septiembre",476,2013-01-01
2014,"Paraiba","Septiembre",443,2014-01-01
2015,"Paraiba","Septiembre",599,2015-01-01
2016,"Paraiba","Septiembre",1.371,2016-01-01
2017,"Paraiba","Septiembre",1.706,2017-01-01
1998,"Paraiba","Octubre",61,1998-01-01
1999,"Paraiba","Octubre",452,1999-01-01
2000,"Paraiba","Octubre",658,2000-01-01
2001,"Paraiba","Octubre",209,2001-01-01
2002,"Paraiba","Octubre",399,2002-01-01
2003,"Paraiba","Octubre",1.228,2003-01-01
2004,"Paraiba","Octubre",666,2004-01-01
2005,"Paraiba","Octubre",157,2005-01-01
2006,"Paraiba","Octubre",327,2006-01-01
2007,"Paraiba","Octubre",194,2007-01-01
2008,"Paraiba","Octubre",78,2008-01-01
2009,"Paraiba","Octubre",424,2009-01-01
2010,"Paraiba","Octubre",230,2010-01-01
2011,"Paraiba","Octubre",256,2011-01-01
2012,"Paraiba","Octubre",145,2012-01-01
2013,"Paraiba","Octubre",233,2013-01-01
2014,"Paraiba","Octubre",411,2014-01-01
2015,"Paraiba","Octubre",158,2015-01-01
2016,"Paraiba","Octubre",193,2016-01-01
2017,"Paraiba","Octubre",134,2017-01-01
1998,"Paraiba","Noviembre",143,1998-01-01
1999,"Paraiba","Noviembre",447,1999-01-01
2000,"Paraiba","Noviembre",85,2000-01-01
2001,"Paraiba","Noviembre",89,2001-01-01
2002,"Paraiba","Noviembre",425,2002-01-01
2003,"Paraiba","Noviembre",503,2003-01-01
2004,"Paraiba","Noviembre",388,2004-01-01
2005,"Paraiba","Noviembre",597,2005-01-01
2006,"Paraiba","Noviembre",60,2006-01-01
2007,"Paraiba","Noviembre",59,2007-01-01
2008,"Paraiba","Noviembre",39,2008-01-01
2009,"Paraiba","Noviembre",90,2009-01-01
2010,"Paraiba","Noviembre",183,2010-01-01
2011,"Paraiba","Noviembre",138,2011-01-01
2012,"Paraiba","Noviembre",142,2012-01-01
2013,"Paraiba","Noviembre",126,2013-01-01
2014,"Paraiba","Noviembre",68,2014-01-01
2015,"Paraiba","Noviembre",18,2015-01-01
2016,"Paraiba","Noviembre",275,2016-01-01
2017,"Paraiba","Noviembre",292,2017-01-01
1998,"Paraiba","Diciembre",82,1998-01-01
1999,"Paraiba","Diciembre",254,1999-01-01
2000,"Paraiba","Diciembre",159,2000-01-01
2001,"Paraiba","Diciembre",85,2001-01-01
2002,"Paraiba","Diciembre",165,2002-01-01
2003,"Paraiba","Diciembre",171,2003-01-01
2004,"Paraiba","Diciembre",151,2004-01-01
2005,"Paraiba","Diciembre",40,2005-01-01
2006,"Paraiba","Diciembre",6,2006-01-01
2007,"Paraiba","Diciembre",22,2007-01-01
2008,"Paraiba","Diciembre",62,2008-01-01
2009,"Paraiba","Diciembre",30,2009-01-01
2010,"Paraiba","Diciembre",37,2010-01-01
2011,"Paraiba","Diciembre",78,2011-01-01
2012,"Paraiba","Diciembre",54,2012-01-01
2013,"Paraiba","Diciembre",155,2013-01-01
2014,"Paraiba","Diciembre",78,2014-01-01
2015,"Paraiba","Diciembre",30,2015-01-01
2016,"Paraiba","Diciembre",45,2016-01-01
1998,"Pernambuco","Enero",0,1998-01-01
1999,"Pernambuco","Enero",102,1999-01-01
2000,"Pernambuco","Enero",3,2000-01-01
2001,"Pernambuco","Enero",7,2001-01-01
2002,"Pernambuco","Enero",10,2002-01-01
2003,"Pernambuco","Enero",188,2003-01-01
2004,"Pernambuco","Enero",29,2004-01-01
2005,"Pernambuco","Enero",221,2005-01-01
2006,"Pernambuco","Enero",148,2006-01-01
2007,"Pernambuco","Enero",156,2007-01-01
2008,"Pernambuco","Enero",170,2008-01-01
2009,"Pernambuco","Enero",256,2009-01-01
2010,"Pernambuco","Enero",47,2010-01-01
2011,"Pernambuco","Enero",49,2011-01-01
2012,"Pernambuco","Enero",146,2012-01-01
2013,"Pernambuco","Enero",55,2013-01-01
2014,"Pernambuco","Enero",99,2014-01-01
2015,"Pernambuco","Enero",109,2015-01-01
2016,"Pernambuco","Enero",24,2016-01-01
2017,"Pernambuco","Enero",52,2017-01-01
1998,"Pernambuco","Febrero",0,1998-01-01
1999,"Pernambuco","Febrero",13,1999-01-01
2000,"Pernambuco","Febrero",4,2000-01-01
2001,"Pernambuco","Febrero",2,2001-01-01
2002,"Pernambuco","Febrero",19,2002-01-01
2003,"Pernambuco","Febrero",35,2003-01-01
2004,"Pernambuco","Febrero",8,2004-01-01
2005,"Pernambuco","Febrero",33,2005-01-01
2006,"Pernambuco","Febrero",41,2006-01-01
2007,"Pernambuco","Febrero",21,2007-01-01
2008,"Pernambuco","Febrero",48,2008-01-01
2009,"Pernambuco","Febrero",28,2009-01-01
2010,"Pernambuco","Febrero",33,2010-01-01
2011,"Pernambuco","Febrero",25,2011-01-01
2012,"Pernambuco","Febrero",64,2012-01-01
2013,"Pernambuco","Febrero",29,2013-01-01
2014,"Pernambuco","Febrero",25,2014-01-01
2015,"Pernambuco","Febrero",55,2015-01-01
2016,"Pernambuco","Febrero",19,2016-01-01
2017,"Pernambuco","Febrero",23,2017-01-01
1998,"Pernambuco","Marzo",0,1998-01-01
1999,"Pernambuco","Marzo",27,1999-01-01
2000,"Pernambuco","Marzo",14,2000-01-01
2001,"Pernambuco","Marzo",0,2001-01-01
2002,"Pernambuco","Marzo",24,2002-01-01
2003,"Pernambuco","Marzo",9,2003-01-01
2004,"Pernambuco","Marzo",6,2004-01-01
2005,"Pernambuco","Marzo",45,2005-01-01
2006,"Pernambuco","Marzo",18,2006-01-01
2007,"Pernambuco","Marzo",4,2007-01-01
2008,"Pernambuco","Marzo",32,2008-01-01
2009,"Pernambuco","Marzo",15,2009-01-01
2010,"Pernambuco","Marzo",59,2010-01-01
2011,"Pernambuco","Marzo",39,2011-01-01
2012,"Pernambuco","Marzo",44,2012-01-01
2013,"Pernambuco","Marzo",40,2013-01-01
2014,"Pernambuco","Marzo",36,2014-01-01
2015,"Pernambuco","Marzo",33,2015-01-01
2016,"Pernambuco","Marzo",4,2016-01-01
2017,"Pernambuco","Marzo",7,2017-01-01
1998,"Pernambuco","Abril",0,1998-01-01
1999,"Pernambuco","Abril",2,1999-01-01
2000,"Pernambuco","Abril",1,2000-01-01
2001,"Pernambuco","Abril",2,2001-01-01
2002,"Pernambuco","Abril",5,2002-01-01
2003,"Pernambuco","Abril",7,2003-01-01
2004,"Pernambuco","Abril",5,2004-01-01
2005,"Pernambuco","Abril",1,2005-01-01
2006,"Pernambuco","Abril",2,2006-01-01
2007,"Pernambuco","Abril",1,2007-01-01
2008,"Pernambuco","Abril",5,2008-01-01
2009,"Pernambuco","Abril",3,2009-01-01
2010,"Pernambuco","Abril",2,2010-01-01
2011,"Pernambuco","Abril",22,2011-01-01
2012,"Pernambuco","Abril",46,2012-01-01
2013,"Pernambuco","Abril",11,2013-01-01
2014,"Pernambuco","Abril",10,2014-01-01
2015,"Pernambuco","Abril",30,2015-01-01
2016,"Pernambuco","Abril",8,2016-01-01
2017,"Pernambuco","Abril",9,2017-01-01
1998,"Pernambuco","Mayo",0,1998-01-01
1999,"Pernambuco","Mayo",6,1999-01-01
2000,"Pernambuco","Mayo",7,2000-01-01
2001,"Pernambuco","Mayo",5,2001-01-01
2002,"Pernambuco","Mayo",13,2002-01-01
2003,"Pernambuco","Mayo",1,2003-01-01
2004,"Pernambuco","Mayo",2,2004-01-01
2005,"Pernambuco","Mayo",1,2005-01-01
2006,"Pernambuco","Mayo",1,2006-01-01
2007,"Pernambuco","Mayo",0,2007-01-01
2008,"Pernambuco","Mayo",0,2008-01-01
2009,"Pernambuco","Mayo",0,2009-01-01
2010,"Pernambuco","Mayo",8,2010-01-01
2011,"Pernambuco","Mayo",1,2011-01-01
2012,"Pernambuco","Mayo",36,2012-01-01
2013,"Pernambuco","Mayo",9,2013-01-01
2014,"Pernambuco","Mayo",4,2014-01-01
2015,"Pernambuco","Mayo",17,2015-01-01
2016,"Pernambuco","Mayo",6,2016-01-01
2017,"Pernambuco","Mayo",13,2017-01-01
1998,"Pernambuco","Junio",1,1998-01-01
1999,"Pernambuco","Junio",7,1999-01-01
2000,"Pernambuco","Junio",4,2000-01-01
2001,"Pernambuco","Junio",2,2001-01-01
2002,"Pernambuco","Junio",1,2002-01-01
2003,"Pernambuco","Junio",2,2003-01-01
2004,"Pernambuco","Junio",4,2004-01-01
2005,"Pernambuco","Junio",3,2005-01-01
2006,"Pernambuco","Junio",0,2006-01-01
2007,"Pernambuco","Junio",1,2007-01-01
2008,"Pernambuco","Junio",0,2008-01-01
2009,"Pernambuco","Junio",1,2009-01-01
2010,"Pernambuco","Junio",1,2010-01-01
2011,"Pernambuco","Junio",4,2011-01-01
2012,"Pernambuco","Junio",12,2012-01-01
2013,"Pernambuco","Junio",12,2013-01-01
2014,"Pernambuco","Junio",3,2014-01-01
2015,"Pernambuco","Junio",3,2015-01-01
2016,"Pernambuco","Junio",4,2016-01-01
2017,"Pernambuco","Junio",5,2017-01-01
1998,"Pernambuco","Julio",5,1998-01-01
1999,"Pernambuco","Julio",2,1999-01-01
2000,"Pernambuco","Julio",0,2000-01-01
2001,"Pernambuco","Julio",6,2001-01-01
2002,"Pernambuco","Julio",8,2002-01-01
2003,"Pernambuco","Julio",5,2003-01-01
2004,"Pernambuco","Julio",13,2004-01-01
2005,"Pernambuco","Julio",1,2005-01-01
2006,"Pernambuco","Julio",1,2006-01-01
2007,"Pernambuco","Julio",3,2007-01-01
2008,"Pernambuco","Julio",0,2008-01-01
2009,"Pernambuco","Julio",1,2009-01-01
2010,"Pernambuco","Julio",7,2010-01-01
2011,"Pernambuco","Julio",2,2011-01-01
2012,"Pernambuco","Julio",11,2012-01-01
2013,"Pernambuco","Julio",4,2013-01-01
2014,"Pernambuco","Julio",11,2014-01-01
2015,"Pernambuco","Julio",13,2015-01-01
2016,"Pernambuco","Julio",17,2016-01-01
2017,"Pernambuco","Julio",2,2017-01-01
1998,"Pernambuco","Agosto",12,1998-01-01
1999,"Pernambuco","Agosto",3,1999-01-01
2000,"Pernambuco","Agosto",31,2000-01-01
2001,"Pernambuco","Agosto",27,2001-01-01
2002,"Pernambuco","Agosto",37,2002-01-01
2003,"Pernambuco","Agosto",26,2003-01-01
2004,"Pernambuco","Agosto",41,2004-01-01
2005,"Pernambuco","Agosto",10,2005-01-01
2006,"Pernambuco","Agosto",8,2006-01-01
2007,"Pernambuco","Agosto",20,2007-01-01
2008,"Pernambuco","Agosto",2,2008-01-01
2009,"Pernambuco","Agosto",10,2009-01-01
2010,"Pernambuco","Agosto",29,2010-01-01
2011,"Pernambuco","Agosto",27,2011-01-01
2012,"Pernambuco","Agosto",27,2012-01-01
2013,"Pernambuco","Agosto",14,2013-01-01
2014,"Pernambuco","Agosto",23,2014-01-01
2015,"Pernambuco","Agosto",21,2015-01-01
2016,"Pernambuco","Agosto",42,2016-01-01
2017,"Pernambuco","Agosto",20,2017-01-01
1998,"Pernambuco","Septiembre",177,1998-01-01
1999,"Pernambuco","Septiembre",64,1999-01-01
2000,"Pernambuco","Septiembre",130,2000-01-01
2001,"Pernambuco","Septiembre",298,2001-01-01
2002,"Pernambuco","Septiembre",374,2002-01-01
2003,"Pernambuco","Septiembre",510,2003-01-01
2004,"Pernambuco","Septiembre",192,2004-01-01
2005,"Pernambuco","Septiembre",154,2005-01-01
2006,"Pernambuco","Septiembre",147,2006-01-01
2007,"Pernambuco","Septiembre",164,2007-01-01
2008,"Pernambuco","Septiembre",92,2008-01-01
2009,"Pernambuco","Septiembre",164,2009-01-01
2010,"Pernambuco","Septiembre",179,2010-01-01
2011,"Pernambuco","Septiembre",243,2011-01-01
2012,"Pernambuco","Septiembre",192,2012-01-01
2013,"Pernambuco","Septiembre",143,2013-01-01
2014,"Pernambuco","Septiembre",63,2014-01-01
2015,"Pernambuco","Septiembre",116,2015-01-01
2016,"Pernambuco","Septiembre",171,2016-01-01
2017,"Pernambuco","Septiembre",69,2017-01-01
1998,"Pernambuco","Octubre",372,1998-01-01
1999,"Pernambuco","Octubre",180,1999-01-01
2000,"Pernambuco","Octubre",411,2000-01-01
2001,"Pernambuco","Octubre",461,2001-01-01
2002,"Pernambuco","Octubre",638,2002-01-01
2003,"Pernambuco","Octubre",859,2003-01-01
2004,"Pernambuco","Octubre",545,2004-01-01
2005,"Pernambuco","Octubre",408,2005-01-01
2006,"Pernambuco","Octubre",310,2006-01-01
2007,"Pernambuco","Octubre",702,2007-01-01
2008,"Pernambuco","Octubre",274,2008-01-01
2009,"Pernambuco","Octubre",254,2009-01-01
2010,"Pernambuco","Octubre",347,2010-01-01
2011,"Pernambuco","Octubre",461,2011-01-01
2012,"Pernambuco","Octubre",222,2012-01-01
2013,"Pernambuco","Octubre",161,2013-01-01
2014,"Pernambuco","Octubre",174,2014-01-01
2015,"Pernambuco","Octubre",194,2015-01-01
2016,"Pernambuco","Octubre",319,2016-01-01
2017,"Pernambuco","Octubre",256,2017-01-01
1998,"Pernambuco","Noviembre",141,1998-01-01
1999,"Pernambuco","Noviembre",41,1999-01-01
2000,"Pernambuco","Noviembre",64,2000-01-01
2001,"Pernambuco","Noviembre",208,2001-01-01
2002,"Pernambuco","Noviembre",521,2002-01-01
2003,"Pernambuco","Noviembre",560,2003-01-01
2004,"Pernambuco","Noviembre",465,2004-01-01
2005,"Pernambuco","Noviembre",452,2005-01-01
2006,"Pernambuco","Noviembre",385,2006-01-01
2007,"Pernambuco","Noviembre",359,2007-01-01
2008,"Pernambuco","Noviembre",363,2008-01-01
2009,"Pernambuco","Noviembre",486,2009-01-01
2010,"Pernambuco","Noviembre",831,2010-01-01
2011,"Pernambuco","Noviembre",352,2011-01-01
2012,"Pernambuco","Noviembre",181,2012-01-01
2013,"Pernambuco","Noviembre",110,2013-01-01
2014,"Pernambuco","Noviembre",111,2014-01-01
2015,"Pernambuco","Noviembre",315,2015-01-01
2016,"Pernambuco","Noviembre",191,2016-01-01
2017,"Pernambuco","Noviembre",66,2017-01-01
1998,"Pernambuco","Diciembre",59,1998-01-01
1999,"Pernambuco","Diciembre",16,1999-01-01
2000,"Pernambuco","Diciembre",22,2000-01-01
2001,"Pernambuco","Diciembre",62,2001-01-01
2002,"Pernambuco","Diciembre",259,2002-01-01
2003,"Pernambuco","Diciembre",229,2003-01-01
2004,"Pernambuco","Diciembre",373,2004-01-01
2005,"Pernambuco","Diciembre",191,2005-01-01
2006,"Pernambuco","Diciembre",207,2006-01-01
2007,"Pernambuco","Diciembre",200,2007-01-01
2008,"Pernambuco","Diciembre",203,2008-01-01
2009,"Pernambuco","Diciembre",351,2009-01-01
2010,"Pernambuco","Diciembre",117,2010-01-01
